,Unnamed: 0,Filename,Full_Path,PC1,PC2,PC3,Title,Artist,Album,Genre,Track Number,Duration (seconds),Bitrate (kbps),File Size (bytes),Year,Album Artist,Point_Color
35,35,000676.mp3,data\everything/000676.mp3,-0.5968127307932001,-2.7125423947679828,-0.9929489344930286,The Tension,Fanatic,Change Thoughts (radio edit),Hip-Hop,5.0,30.01,256.0,960714.0,2007,,[0.267004 0.004874 0.329415 1.      ]
36,36,000690.mp3,data\everything/000690.mp3,-6.692856361971728,-2.98809531261846,-1.501713892924926,Cataclysm,Flying Luttenbachers,Cataclysm,Rock,1.0,30.01,256.0,960765.0,2006,,[0.149039 0.508051 0.55725  1.      ]
37,37,000694.mp3,data\everything/000694.mp3,-1.5548616142384908,-0.4540976765359961,1.5598434318994985,Planet Say (featuring Faust),Food For Animals,mp3,Hip-Hop,0.0,30.01,160.0,601023.0,2007-11-29T00:00:00,Food For Animals,[0.267004 0.004874 0.329415 1.      ]
38,38,000695.mp3,data\everything/000695.mp3,-2.879011681250605,-0.4351686703953337,1.888580494972049,Elephants,Food For Animals,Cock Rock Disco 2006 Free Compilation,Hip-Hop,0.0,30.01,160.0,600631.0,2006,,[0.267004 0.004874 0.329415 1.      ]
39,39,000704.mp3,data\everything/000704.mp3,-0.1549488348606217,-0.5753564933811264,0.1438858757349049,Mano De Dios,Fosforo,Macondo,Latin,1.0,30.01,256.0,960674.0,2008,,[0.135066 0.544853 0.554029 1.      ]
40,40,000705.mp3,data\everything/000705.mp3,-0.4177011147526557,-3.670853318504396,2.087762471294722,Tio Cocodrilo,Fosforo,Macondo,Latin,2.0,30.01,256.0,960676.0,2008,,[0.135066 0.544853 0.554029 1.      ]
41,41,000706.mp3,data\everything/000706.mp3,0.0303705185736516,-4.447519018221782,0.8160830938311736,Esto Es Califas,Fosforo,Macondo,Latin,3.0,30.04,256.0,961513.0,2008,,[0.135066 0.544853 0.554029 1.      ]
42,42,000707.mp3,data\everything/000707.mp3,-1.92983864432956,-3.571391127338561,-0.1798545131920839,Cochabamba,Fosforo,Macondo,Latin,5.0,30.02,256.0,960672.0,2008,,[0.135066 0.544853 0.554029 1.      ]
43,43,000708.mp3,data\everything/000708.mp3,-2.5901912791839616,-2.182080192682483,0.8535822374431857,Desconocido,Fosforo,Macondo,Latin,6.0,30.01,256.0,960674.0,2008,,[0.135066 0.544853 0.554029 1.      ]
44,44,000709.mp3,data\everything/000709.mp3,1.6008491835774667,-4.379647808273357,2.2218212694822865,Cumbia De Obama,Fosforo,Macondo,Latin,7.0,30.05,192.0,721504.0,2008,,[0.135066 0.544853 0.554029 1.      ]
45,45,000714.mp3,data\everything/000714.mp3,-0.3944811960666542,3.4685973878639373,1.2815855117274506,Circle Moon,Fursaxa,The Cult From Moon Mountain,Folk,1.0,30.01,256.0,960864.0,2003,,[0.283197 0.11568  0.436115 1.      ]
46,46,000715.mp3,data\everything/000715.mp3,0.650580308729076,5.391539859969816,1.64400829889547,Kokopelli,Fursaxa,Kobold Moon,Folk,1.0,30.02,256.0,960706.0,2008,,[0.283197 0.11568  0.436115 1.      ]
47,47,000716.mp3,data\everything/000716.mp3,-1.6634259167434278,4.741898958271459,-0.4413395922687119,Saxalainen,Fursaxa,Kobold Moon,Folk,4.0,30.01,256.0,960707.0,2008,,[0.283197 0.11568  0.436115 1.      ]
48,48,000718.mp3,data\everything/000718.mp3,-1.8671957869236688,3.213265706708525,1.837714165348472,Song Of The Spindle Berry,Fursaxa,Kobold Moon,Folk,5.0,30.04,256.0,961559.0,2008,,[0.283197 0.11568  0.436115 1.      ]
49,49,000777.mp3,data\everything/000777.mp3,1.5396877691012434,1.2252886700859558,0.1546182551196913,Relaxing,Glove Compartment,Quickies,Rock,1.0,30.02,256.0,960727.0,2000,,[0.149039 0.508051 0.55725  1.      ]
50,50,000814.mp3,data\everything/000814.mp3,2.323099364259985,-0.1398436689815997,-0.5667729783790937,Motion Passings,Hall of Fame,Hall of Fame,Folk,8.0,30.01,256.0,960748.0,2000,,[0.283197 0.11568  0.436115 1.      ]
51,51,000821.mp3,data\everything/000821.mp3,0.14931905417545,-0.0053392864942879,-0.752089226719251,Sir,Hecuba,"Sir 12"" EP",Pop,1.0,30.04,256.0,961825.0,2008,,[0.278791 0.062145 0.386592 1.      ]
52,52,000822.mp3,data\everything/000822.mp3,0.9731083737269776,-0.2956109661550456,-0.5108639829819954,Tom & Jerry,Hecuba,"Sir 12"" EP",Pop,3.0,30.01,256.0,960998.0,2008,,[0.278791 0.062145 0.386592 1.      ]
53,53,000825.mp3,data\everything/000825.mp3,-4.818352926922134,2.284608040670963,1.0534629286855883,Death March,Here Comes A Big Black Cloud!!,Pompeii,Rock,1.0,30.01,128.0,479663.0,2008-01-01T00:00:00,,[0.149039 0.508051 0.55725  1.      ]
54,54,000853.mp3,data\everything/000853.mp3,4.284077068947841,0.7382311649635639,4.070961830539077,Welsinsni Melodyi,Hutzl Ukranian Ensemble,Black Mirror: Reflections In Global Musics (1915-1955),International,10.0,30.04,256.0,961865.0,1940-01-01T00:00:00,,[0.122606 0.585371 0.546557 1.      ]
55,55,000890.mp3,data\everything/000890.mp3,2.0386420983739364,6.938961693307492,-1.6585163963543197,Softly Tomorrow,Ilyas Ahmed,Century of Moonlight,Free Folk,1.0,30.01,256.0,960773.0,2006,,[0.120081 0.622161 0.534946 1.      ]
56,56,000892.mp3,data\everything/000892.mp3,0.7577383571693619,-1.5221524139293654,1.447077573975231,Phantom Sky,Ilyas Ahmed,The Vertigo of Dawn,Free Folk,4.0,30.01,256.0,960769.0,2008,,[0.120081 0.622161 0.534946 1.      ]
57,57,000897.mp3,data\everything/000897.mp3,-3.369844483343976,0.3515391019752798,3.3669168712045723,02,Infinite Body,White Hymn,Noise,2.0,30.02,256.0,960775.0,2007,,[0.134692 0.658636 0.517649 1.      ]
58,58,000993.mp3,data\everything/000993.mp3,-0.6827310073600557,-1.062321539371466,1.87662526495706,Or So I've Been Told,Jad Fair and Jason Willett,The Sounds of Megaphone Unlimited,Rock,3.0,30.04,256.0,961656.0,1995,,[0.149039 0.508051 0.55725  1.      ]
59,59,000995.mp3,data\everything/000995.mp3,-3.678263691014296,2.1112818869957,1.535260164449468,No Good Deed Goes Unpunished,Kevin Shields,The Death of Patience,Noise,1.0,30.05,256.0,961647.0,2007,,[0.134692 0.658636 0.517649 1.      ]
60,60,000997.mp3,data\everything/000997.mp3,-3.5989016689161426,1.9827887079792552,2.710958226337468,Nothing's Ever Ending,Kevin Shields,The Death of Patience,Noise,2.0,30.04,256.0,961640.0,2007,,[0.134692 0.658636 0.517649 1.      ]
61,61,000998.mp3,data\everything/000998.mp3,-3.61386295312578,1.9025602407618232,3.133844538548121,Apparently,Kevin Shields,The Death of Patience,Noise,3.0,30.02,256.0,960793.0,2007,,[0.134692 0.658636 0.517649 1.      ]
62,62,001039.mp3,data\everything/001039.mp3,-7.494733811702665,-2.7894011691727587,-2.263227856314821,13 Monsters,Lightning Bolt,Ride the Skies,Other - misc,3.0,30.01,256.0,960713.0,,,[0.170948 0.694384 0.493803 1.      ]
63,63,001040.mp3,data\everything/001040.mp3,-5.718800456506362,-0.6748683461075878,0.7453100378708539,Dracula Mountain,Lightning Bolt,Wonderful Rainbow,Rock,3.0,30.02,192.0,720662.0,,,[0.149039 0.508051 0.55725  1.      ]
64,64,001066.mp3,data\everything/001066.mp3,-1.300917128070248,1.698108177717467,0.6259042663789354,Helicopter de Cristal,Lucky Dragons,Norteñas,Electronic,1.0,30.04,192.0,721580.0,2005,,[0.232815 0.732247 0.459277 1.      ]
65,65,001069.mp3,data\everything/001069.mp3,-1.248935585537793,2.85177372926228,1.631303132010416,Un Lagrima en la Discoteca,Lucky Dragons,Norteñas,Electronic,4.0,30.03,192.0,720957.0,2005,,[0.232815 0.732247 0.459277 1.      ]
66,66,001073.mp3,data\everything/001073.mp3,-1.2960898407357313,-0.1042936600949274,2.5127565098248694,Onda Tocadisco,Lucky Dragons,Norteñas,Electronic,8.0,30.04,192.0,721572.0,2005,,[0.232815 0.732247 0.459277 1.      ]
67,67,001075.mp3,data\everything/001075.mp3,-0.7895121971181469,3.209455284974668,3.487479086589908,Painful Corazon,Lucky Dragons,Norteñas,Electronic,10.0,30.02,192.0,720947.0,2005,,[0.232815 0.732247 0.459277 1.      ]
68,68,001082.mp3,data\everything/001082.mp3,1.7547119918454264,-0.262643742161,2.584117632087683,Nam Nhi-tu,M. Nguyen Van Minh-Con,Black Mirror: Reflections In Global Musics (1915-1955),International,13.0,30.05,256.0,961803.0,2008-11-26T00:00:00,,[0.122606 0.585371 0.546557 1.      ]
69,69,001083.mp3,data\everything/001083.mp3,-2.2163464095696552,4.565061602745111,0.3487917863094317,Feasting on Energy,Magic Lantern,High Beams,Avant-Garde,4.0,30.03,192.0,720652.0,2008,,[0.235526 0.309527 0.542944 1.      ]
70,70,001087.mp3,data\everything/001087.mp3,-4.428476027506074,-1.023554825889416,0.0526636999263494,Tell The Police The Truth,Mahjongg,Kontpab,Rock,4.0,30.05,256.0,961876.0,2008-11-26T00:00:00,,[0.149039 0.508051 0.55725  1.      ]
71,71,001102.mp3,data\everything/001102.mp3,-4.5788944858547,-1.178533348284238,-1.073922457130615,Rare Vodka from the Fourteenth Century,Mary Halvorson and Weasel Walter,Opulence,Rock,1.0,30.04,256.0,961639.0,2008,,[0.149039 0.508051 0.55725  1.      ]
72,72,001193.mp3,data\everything/001193.mp3,2.9536113374334616,-3.400879666895293,-2.226010982320123,Wooly Mammoth's Absence,Mount Eerie,Seven New Songs,Folk,1.0,30.04,192.0,721490.0,2004,,[0.283197 0.11568  0.436115 1.      ]
73,73,001195.mp3,data\everything/001195.mp3,1.9731755049336623,-0.1042159925912453,-2.961207315203634,With My Hands Out,Mount Eerie,Seven New Songs,Folk,3.0,30.04,192.0,721484.0,2004,,[0.283197 0.11568  0.436115 1.      ]
74,74,001196.mp3,data\everything/001196.mp3,-0.3255719409706151,-1.80019318852818,-0.8293835891617184,2 Blonde Braids,Mount Eerie,Seven New Songs,Folk,4.0,30.04,192.0,721481.0,2004,,[0.283197 0.11568  0.436115 1.      ]
75,75,001197.mp3,data\everything/001197.mp3,2.847313359006265,-0.0432266002037102,-3.013647218544576,My Burning,Mount Eerie,Seven New Songs,Folk,5.0,30.02,192.0,720850.0,2004,,[0.283197 0.11568  0.436115 1.      ]
76,76,001249.mp3,data\everything/001249.mp3,-1.7580698568378803,1.297863836284022,2.687827018658785,"""Cleanse Bath"" 10"" Metal Laquer",Nautical Almanac,Hancut Record Transfers,Noise,3.0,30.01,256.0,961062.0,2004,,[0.134692 0.658636 0.517649 1.      ]
77,77,001259.mp3,data\everything/001259.mp3,-0.6240684689197233,-0.8455409033677289,3.3168868338807025,Rolling In The Green,Nautical Almanac,Cover The Earth,Noise,5.0,30.01,256.0,961066.0,2005,,[0.134692 0.658636 0.517649 1.      ]
78,78,001270.mp3,data\everything/001270.mp3,-7.241946272628157,-0.644181130867516,-0.9928042973220166,Cocksuckerbastardmotherfucker,Necropolis,"Workingman / Cocksuckerbastardmotherfucker 7""",Punk,,30.04,128.0,480906.0,,,[0.197636 0.391528 0.554969 1.      ]
79,79,001276.mp3,data\everything/001276.mp3,0.4322033898801982,-1.2783977686473995,-2.2791814870686973,Richard Nixon Died Today,Negativland,Thigmotactic,Plunderphonic,1.0,30.04,256.0,961585.0,2008,,[0.304148 0.764704 0.419943 1.      ]
80,80,001277.mp3,data\everything/001277.mp3,-1.2002698608801567,-2.6865092894346736,-0.59365902927255,No Business,Negativland,No Business,Plunderphonic,2.0,30.02,256.0,960746.0,2006,,[0.304148 0.764704 0.419943 1.      ]
81,81,001278.mp3,data\everything/001278.mp3,1.1743959009309857,1.072000123869461,-0.7113116622721428,Downloading,Negativland,No Business,Audio Collage,3.0,30.04,256.0,961921.0,2005-01-01T00:00:00,Negativland,[0.386433 0.794644 0.372886 1.      ]
82,82,001417.mp3,data\everything/001417.mp3,-6.426337992250565,-2.559168621148406,-2.817135638710361,Guns of Thunder,Pierced Arrows,Pierced Arrows,Rock,1.0,30.01,256.0,961180.0,2008,,[0.149039 0.508051 0.55725  1.      ]
83,83,001427.mp3,data\everything/001427.mp3,0.380091159724347,0.0764665700728394,-1.6440749060900073,I Feel Evils,Plastic Crimewave Sound,Painted Shadows,Rock,6.0,30.04,128.0,481020.0,2008,Album Artist,[0.149039 0.508051 0.55725  1.      ]
84,84,001443.mp3,data\everything/001443.mp3,-3.371650658381935,4.54069059056263,-1.3082922855346524,Time Fist,Pocahaunted,Bored Fortress Single Series Split w. Charalambides,Drone,1.0,30.02,192.0,720626.0,2008,,[0.477504 0.821444 0.318195 1.      ]
85,85,001482.mp3,data\everything/001482.mp3,2.988913383907013,-1.7065369217322977,2.753189102549067,Reindeer Dance,Rainbro,Vectors,Electronic,2.0,30.01,256.0,960701.0,2008,,[0.232815 0.732247 0.459277 1.      ]
86,86,001510.mp3,data\everything/001510.mp3,-0.2605309058818942,0.6599436527981327,2.00231505663508,Zombie,Ric Royer & G. Lucas Crane,They Lured Us Into the Basement,Noise,6.0,30.02,256.0,960754.0,2003,,[0.134692 0.658636 0.517649 1.      ]
87,87,001544.mp3,data\everything/001544.mp3,0.8950798216602679,6.519960141515482,0.6264263652348568,Song of The Stations,Samara Lubelski,In The Valley,Folk,3.0,30.04,256.0,961592.0,2003,,[0.283197 0.11568  0.436115 1.      ]
88,88,001642.mp3,data\everything/001642.mp3,-0.2620856791787851,0.7573160575011959,-0.3763584389295278,Hrz,So Cow,Wackity Schmackity Doo,Pop,1.0,30.02,256.0,961013.0,2008,,[0.278791 0.062145 0.386592 1.      ]
89,89,001644.mp3,data\everything/001644.mp3,-4.7075068425749285,-3.841266889973508,-2.364522620325577,Outskirts,So Cow,Wackity Schmackity Doo,Pop,2.0,30.02,256.0,961019.0,2008,,[0.278791 0.062145 0.386592 1.      ]
90,90,001649.mp3,data\everything/001649.mp3,-2.77193454241522,1.6432701384877992,-0.95021785344801,Inis Meain,So Cow,Wackity Schmackity Doo,Pop,5.0,30.02,256.0,961020.0,2008,,[0.278791 0.062145 0.386592 1.      ]
91,91,001661.mp3,data\everything/001661.mp3,-2.860904734927408,-2.980300376092916,-1.52739534489816,Only Fools and Horses Theme,So Cow,Wackity Schmackity Doo,Pop,12.0,30.02,256.0,961038.0,2008,,[0.278791 0.062145 0.386592 1.      ]
92,92,001663.mp3,data\everything/001663.mp3,-5.450281632605577,-2.7744150630326523,-2.878961278133235,So High,Softboiled Eggies,Egg Soldiers,Pop,1.0,30.04,192.0,721538.0,2007,,[0.278791 0.062145 0.386592 1.      ]
93,93,001666.mp3,data\everything/001666.mp3,-2.201379370295858,0.14022362839654,-1.5554122142756437,She Fell Through the Trees,Softboiled Eggies,Egg Soldiers,Pop,3.0,30.02,192.0,720930.0,2007,,[0.278791 0.062145 0.386592 1.      ]
94,94,001673.mp3,data\everything/001673.mp3,-1.4455886797916748,4.68460039538028,3.160312573756702,Track 07,Solemn Man,Thee Haunted Cobblestone Sunset Concert Series #10,Field Recording,7.0,30.05,192.0,721741.0,2004,,[0.585678 0.846661 0.249897 1.      ]
95,95,001680.mp3,data\everything/001680.mp3,4.324312067670694,-1.3675904921327795,4.356089326596481,Bashraf Salama,Sounds of Taraab,"Zanzibar, New York",International,1.0,30.01,256.0,960815.0,2008,,[0.122606 0.585371 0.546557 1.      ]
96,96,001681.mp3,data\everything/001681.mp3,4.525921878980285,-2.9403432844195785,2.0803671908760824,Daka Kozi Manowe,Sounds of Taraab,"Zanzibar, New York",International,2.0,30.01,256.0,961209.0,2008,,[0.122606 0.585371 0.546557 1.      ]
97,97,001682.mp3,data\everything/001682.mp3,4.366711743699797,-3.3473068119170564,1.969590488886448,Nie Zama Nie Sema,Sounds of Taraab,"Zanzibar, New York",International,3.0,30.01,256.0,961210.0,2008,,[0.122606 0.585371 0.546557 1.      ]
98,98,001683.mp3,data\everything/001683.mp3,4.345381845495445,-3.437101101542372,1.7246400718124153,Mapenzi Matamu,Sounds of Taraab,"Zanzibar, New York",International,4.0,30.04,256.0,962042.0,2008,,[0.122606 0.585371 0.546557 1.      ]
99,99,001684.mp3,data\everything/001684.mp3,5.414363819041084,-0.70949121685111,4.531746878844854,Mahaba Wa Taka Nini,Sounds of Taraab,"Zanzibar, New York",International,5.0,30.01,256.0,961211.0,2008,,[0.122606 0.585371 0.546557 1.      ]
100,100,001685.mp3,data\everything/001685.mp3,6.514940414982877,-2.4436471830009414,3.6394088066414216,Eni Wana Damu,Sounds of Taraab,"Zanzibar, New York",International,6.0,30.01,256.0,961205.0,2008,,[0.122606 0.585371 0.546557 1.      ]
101,101,001686.mp3,data\everything/001686.mp3,4.99341233163035,-2.009114279877988,3.379947526377127,Rufiji,Sounds of Taraab,"Zanzibar, New York",International,7.0,30.01,256.0,961198.0,2008,,[0.122606 0.585371 0.546557 1.      ]
102,102,001687.mp3,data\everything/001687.mp3,4.287541508440129,-3.233891276389949,1.191007917459045,"Lala, Mpenzi Lala",Sounds of Taraab,"Zanzibar, New York",International,8.0,30.02,256.0,961209.0,2008,,[0.122606 0.585371 0.546557 1.      ]
103,103,001688.mp3,data\everything/001688.mp3,4.76831438502553,-3.794917605295266,1.7944735115300343,Sishituki,Sounds of Taraab,"Zanzibar, New York",International,9.0,30.05,256.0,962037.0,2008,,[0.122606 0.585371 0.546557 1.      ]
104,104,001689.mp3,data\everything/001689.mp3,4.123113145217523,-0.9106881107646888,4.915093226082994,Unalo,Sounds of Taraab,"Zanzibar, New York",International,10.0,30.05,256.0,962035.0,2008,,[0.122606 0.585371 0.546557 1.      ]
105,105,001701.mp3,data\everything/001701.mp3,2.513625255640562,1.836710404375024,4.308680913676229,Clouds,Spires that in the Sunset Rise,This is Fire,Folk,2.0,30.01,256.0,960762.0,2006,,[0.283197 0.11568  0.436115 1.      ]
106,106,001702.mp3,data\everything/001702.mp3,-0.0910652702022789,2.600846376909736,-0.7707288686654069,Java Pop,Spires that in the Sunset Rise,Curse the Traced Bird,Folk,2.0,30.05,256.0,961608.0,2008,,[0.283197 0.11568  0.436115 1.      ]
107,107,001703.mp3,data\everything/001703.mp3,1.308042693317881,2.1139251228223253,2.248277212694974,Equus Haar,Spires that in the Sunset Rise,Curse the Traced Bird,Folk,4.0,30.01,256.0,960775.0,2008,,[0.283197 0.11568  0.436115 1.      ]
108,108,001704.mp3,data\everything/001704.mp3,3.394284585631647,-0.4902556586013405,4.095709628320489,Morning Song,Spires that in the Sunset Rise,This is Fire,Folk,4.0,30.04,256.0,961604.0,2006,,[0.283197 0.11568  0.436115 1.      ]
109,109,001706.mp3,data\everything/001706.mp3,-0.701628742910497,-2.1476754795248816,-1.4355967920481305,In the Piney's,Strapping Fieldhands,In the Pineys,Rock,1.0,30.01,128.0,479469.0,1994,Strapping Fieldhands,[0.149039 0.508051 0.55725  1.      ]
